Cre01.g000017.t1.1	CHLRE_01g000017v5
Cre01.g023500.t1.1	CHLRE_01g023500v5
Cre01.g023550.t1.1	CHLRE_01g023550v5
Cre01.g023600.t1.1	CHLRE_01g023600v5
Cre01.g023650.t1.1	CHLRE_01g023650v5
Cre01.g023750.t1.1	CHLRE_01g023750v5
Cre01.g023773.t1.1	CHLRE_01g023773v5
Cre01.g023787.t1.1	CHLRE_01g023787v5
Cre01.g023800.t1.1	CHLRE_01g023800v5
Cre01.g023850.t1.1	CHLRE_01g023850v5
Cre01.g023900.t1.1	CHLRE_01g023900v5
Cre01.g023913.t1.1	CHLRE_01g023913v5
Cre01.g023950.t1.1	CHLRE_01g023950v5
Cre01.g024000.t1.1	CHLRE_01g024000v5
Cre01.g024050.t1.1	CHLRE_01g024050v5
Cre01.g024100.t1.1	CHLRE_01g024100v5
Cre01.g024150.t1.1	CHLRE_01g024150v5
Cre01.g024200.t1.1	CHLRE_01g024200v5
Cre01.g024250.t1.1	CHLRE_01g024250v5
Cre01.g024251.t1.1	CHLRE_01g024251v5
Cre01.g024300.t1.1	CHLRE_01g024300v5
Cre01.g024350.t1.1	CHLRE_01g024350v5
Cre01.g024400.t1.1	CHLRE_01g024400v5
Cre01.g024500.t1.1	CHLRE_01g024500v5
Cre01.g024550.t1.1	CHLRE_01g024550v5
Cre01.g024601.t1.1	CHLRE_01g024601v5
Cre01.g024650.t1.1	CHLRE_01g024650v5
Cre01.g024750.t1.1	CHLRE_01g024750v5
Cre01.g024800.t1.1	CHLRE_01g024800v5
Cre01.g024850.t1.1	CHLRE_01g024850v5
Cre01.g024900.t1.1	CHLRE_01g024900v5
Cre01.g024950.t1.1	CHLRE_01g024950v5
Cre01.g025000.t1.1	CHLRE_01g025000v5
Cre01.g025025.t1.1	CHLRE_01g025025v5
Cre01.g025050.t1.1	CHLRE_01g025050v5
Cre01.g025100.t1.1	CHLRE_01g025100v5
Cre01.g025150.t1.1	CHLRE_01g025150v5
Cre01.g025200.t1.1	CHLRE_01g025200v5
Cre01.g025250.t1.1	CHLRE_01g025250v5
Cre01.g025300.t1.1	CHLRE_01g025300v5
Cre01.g025350.t1.1	CHLRE_01g025350v5
Cre01.g025400.t1.1	CHLRE_01g025400v5
Cre01.g025450.t1.1	CHLRE_01g025450v5
Cre01.g025500.t1.1	CHLRE_01g025500v5
Cre01.g025551.t1.1	CHLRE_01g025551v5
Cre01.g025600.t1.1	CHLRE_01g025600v5
Cre01.g025650.t1.1	CHLRE_01g025650v5
Cre01.g025700.t1.1	CHLRE_01g025700v5
Cre01.g025726.t1.1	CHLRE_01g025726v5
Cre01.g025750.t1.1	CHLRE_01g025750v5
Cre01.g025767.t1.1	CHLRE_01g025767v5
Cre01.g025808.t1.1	CHLRE_01g025808v5
Cre01.g025850.t1.1	CHLRE_01g025850v5
Cre01.g025900.t1.1	CHLRE_01g025900v5
Cre01.g025950.t1.1	CHLRE_01g025950v5
Cre01.g025983.t1.1	CHLRE_01g025983v5
Cre01.g026016.t1.1	CHLRE_01g026016v5
Cre01.g026050.t1.1	CHLRE_01g026050v5
Cre01.g026100.t1.1	CHLRE_01g026100v5
Cre01.g026150.t1.1	CHLRE_01g026150v5
Cre01.g026200.t1.1	CHLRE_01g026200v5
Cre01.g026250.t1.1	CHLRE_01g026250v5
Cre01.g026300.t1.1	CHLRE_01g026300v5
Cre01.g026350.t1.1	CHLRE_01g026350v5
Cre01.g026400.t1.1	CHLRE_01g026400v5
Cre01.g026450.t1.1	CHLRE_01g026450v5
Cre01.g026500.t1.1	CHLRE_01g026500v5
Cre01.g026550.t1.1	CHLRE_01g026550v5
Cre01.g026600.t1.1	CHLRE_01g026600v5
Cre01.g026650.t1.1	CHLRE_01g026650v5
Cre01.g026700.t1.1	CHLRE_01g026700v5
Cre01.g026750.t1.1	CHLRE_01g026750v5
Cre01.g026800.t1.1	CHLRE_01g026800v5
Cre01.g026850.t1.1	CHLRE_01g026850v5
Cre01.g026900.t1.1	CHLRE_01g026900v5
Cre01.g026950.t1.1	CHLRE_01g026950v5
Cre01.g027000.t1.1	CHLRE_01g027000v5
Cre01.g027050.t1.1	CHLRE_01g027050v5
Cre01.g027100.t1.1	CHLRE_01g027100v5
Cre01.g027150.t1.1	CHLRE_01g027150v5
Cre01.g027200.t1.1	CHLRE_01g027200v5
Cre01.g027250.t1.1	CHLRE_01g027250v5
Cre01.g027300.t1.1	CHLRE_01g027300v5
Cre01.g027350.t1.1	CHLRE_01g027350v5
Cre01.g027400.t1.1	CHLRE_01g027400v5
Cre01.g027450.t1.1	CHLRE_01g027450v5
Cre01.g027500.t1.1	CHLRE_01g027500v5
Cre01.g027550.t1.1	CHLRE_01g027550v5
Cre01.g027575.t1.1	CHLRE_01g027575v5
Cre01.g027600.t1.1	CHLRE_01g027600v5
Cre01.g027650.t1.1	CHLRE_01g027650v5
Cre01.g027700.t1.1	CHLRE_01g027700v5
Cre01.g027750.t1.1	CHLRE_01g027750v5
Cre01.g027764.t1.1	CHLRE_01g027764v5
Cre01.g027800.t1.1	CHLRE_01g027800v5
Cre01.g027850.t1.1	CHLRE_01g027850v5
Cre01.g027900.t1.1	CHLRE_01g027900v5
Cre01.g027950.t1.1	CHLRE_01g027950v5
Cre01.g028000.t1.1	CHLRE_01g028000v5
Cre01.g028050.t1.1	CHLRE_01g028050v5
Cre01.g028101.t1.1	CHLRE_01g028101v5
Cre01.g028150.t1.1	CHLRE_01g028150v5
Cre01.g028200.t1.1	CHLRE_01g028200v5
Cre01.g028250.t1.1	CHLRE_01g028250v5
Cre01.g028300.t1.1	CHLRE_01g028300v5
Cre01.g028350.t1.1	CHLRE_01g028350v5
Cre01.g028400.t1.1	CHLRE_01g028400v5
Cre01.g028423.t1.1	CHLRE_01g028423v5
Cre01.g028450.t1.1	CHLRE_01g028450v5
Cre01.g028500.t1.1	CHLRE_01g028500v5
Cre01.g028550.t1.1	CHLRE_01g028550v5
Cre01.g028600.t1.1	CHLRE_01g028600v5
Cre01.g028650.t1.1	CHLRE_01g028650v5
Cre01.g028713.t1.1	CHLRE_01g028713v5
Cre01.g028777.t1.1	CHLRE_01g028777v5
Cre01.g028850.t1.1	CHLRE_01g028850v5
Cre01.g028900.t1.1	CHLRE_01g028900v5
Cre01.g028950.t1.1	CHLRE_01g028950v5
Cre01.g029000.t1.1	CHLRE_01g029000v5
Cre01.g029050.t1.1	CHLRE_01g029050v5
Cre01.g029100.t1.1	CHLRE_01g029100v5
Cre01.g029150.t1.1	CHLRE_01g029150v5
Cre01.g029200.t1.1	CHLRE_01g029200v5
Cre01.g029250.t1.1	CHLRE_01g029250v5
Cre01.g029300.t1.1	CHLRE_01g029300v5
Cre01.g029350.t1.1	CHLRE_01g029350v5
Cre01.g029400.t1.1	CHLRE_01g029400v5
Cre01.g029450.t1.1	CHLRE_01g029450v5
Cre01.g029500.t1.1	CHLRE_01g029500v5
Cre01.g029550.t1.1	CHLRE_01g029550v5
Cre01.g029600.t1.1	CHLRE_01g029600v5
Cre01.g029650.t1.1	CHLRE_01g029650v5
Cre01.g029700.t1.1	CHLRE_01g029700v5
Cre01.g029750.t1.1	CHLRE_01g029750v5
Cre01.g029800.t1.1	CHLRE_01g029800v5
Cre01.g029850.t1.1	CHLRE_01g029850v5
Cre01.g029900.t1.1	CHLRE_01g029900v5
Cre01.g029950.t1.1	CHLRE_01g029950v5
Cre01.g030000.t1.1	CHLRE_01g030000v5
Cre01.g030050.t1.1	CHLRE_01g030050v5
Cre01.g030100.t1.1	CHLRE_01g030100v5
Cre01.g030150.t1.1	CHLRE_01g030150v5
Cre01.g030200.t1.1	CHLRE_01g030200v5
Cre01.g030250.t1.1	CHLRE_01g030250v5
Cre01.g030300.t1.1	CHLRE_01g030300v5
Cre01.g030350.t1.1	CHLRE_01g030350v5
Cre01.g030400.t1.1	CHLRE_01g030400v5
Cre01.g030450.t1.1	CHLRE_01g030450v5
Cre01.g030500.t1.1	CHLRE_01g030500v5
Cre01.g030550.t1.1	CHLRE_01g030550v5
Cre01.g030600.t1.1	CHLRE_01g030600v5
Cre01.g030650.t1.1	CHLRE_01g030650v5
Cre01.g030700.t1.1	CHLRE_01g030700v5
Cre01.g030750.t1.1	CHLRE_01g030750v5
Cre01.g030800.t1.1	CHLRE_01g030800v5
Cre01.g030850.t1.1	CHLRE_01g030850v5
Cre01.g030900.t1.1	CHLRE_01g030900v5
Cre01.g030950.t1.1	CHLRE_01g030950v5
Cre01.g030968.t1.1	CHLRE_01g030968v5
Cre01.g030986.t1.1	CHLRE_01g030986v5
Cre01.g031004.t1.1	CHLRE_01g031004v5
Cre01.g031050.t1.1	CHLRE_01g031050v5
Cre01.g031100.t1.1	CHLRE_01g031100v5
Cre01.g031200.t1.1	CHLRE_01g031200v5
Cre01.g031250.t1.1	CHLRE_01g031250v5
Cre01.g031300.t1.1	CHLRE_01g031300v5
Cre01.g031350.t1.1	CHLRE_01g031350v5
Cre01.g031400.t1.1	CHLRE_01g031400v5
Cre01.g031450.t1.1	CHLRE_01g031450v5
Cre01.g031500.t1.1	CHLRE_01g031500v5
Cre01.g031550.t1.1	CHLRE_01g031550v5
Cre01.g031600.t1.1	CHLRE_01g031600v5
Cre01.g031650.t1.1	CHLRE_01g031650v5
Cre01.g031700.t1.1	CHLRE_01g031700v5
Cre01.g031726.t1.1	CHLRE_01g031726v5
Cre01.g031750.t1.1	CHLRE_01g031750v5
Cre01.g031800.t1.1	CHLRE_01g031800v5
Cre01.g031850.t1.1	CHLRE_01g031850v5
Cre01.g031875.t1.1	CHLRE_01g031875v5
Cre01.g031900.t1.1	CHLRE_01g031900v5
Cre01.g031951.t1.1	CHLRE_01g031951v5
Cre01.g032000.t1.1	CHLRE_01g032000v5
Cre01.g032050.t1.1	CHLRE_01g032050v5
Cre01.g032100.t1.1	CHLRE_01g032100v5
Cre01.g032139.t1.1	CHLRE_01g032139v5
Cre01.g032150.t1.1	CHLRE_01g032150v5
Cre01.g032200.t1.1	CHLRE_01g032200v5
Cre01.g032250.t1.1	CHLRE_01g032250v5
Cre01.g032300.t1.1	CHLRE_01g032300v5
Cre01.g032350.t1.1	CHLRE_01g032350v5
Cre01.g032400.t1.1	CHLRE_01g032400v5
Cre01.g032450.t1.1	CHLRE_01g032450v5
Cre01.g032500.t1.1	CHLRE_01g032500v5
Cre01.g032550.t1.1	CHLRE_01g032550v5
Cre01.g032600.t1.1	CHLRE_01g032600v5
Cre01.g032650.t1.1	CHLRE_01g032650v5
Cre01.g032700.t1.1	CHLRE_01g032700v5
Cre01.g032750.t1.1	CHLRE_01g032750v5
Cre01.g032800.t1.1	CHLRE_01g032800v5
Cre01.g032850.t1.1	CHLRE_01g032850v5
Cre01.g032900.t1.1	CHLRE_01g032900v5
Cre01.g032950.t1.1	CHLRE_01g032950v5
Cre01.g033000.t1.1	CHLRE_01g033000v5
Cre01.g033050.t1.1	CHLRE_01g033050v5
Cre01.g033071.t1.1	CHLRE_01g033071v5
Cre01.g033091.t1.1	CHLRE_01g033091v5
Cre01.g033150.t1.1	CHLRE_01g033150v5
Cre01.g033200.t1.1	CHLRE_01g033200v5
Cre01.g033250.t1.1	CHLRE_01g033250v5
Cre01.g033300.t1.1	CHLRE_01g033300v5
Cre01.g033350.t1.1	CHLRE_01g033350v5
Cre01.g033400.t1.1	CHLRE_01g033400v5
Cre01.g033450.t1.1	CHLRE_01g033450v5
Cre01.g033500.t1.1	CHLRE_01g033500v5
Cre01.g033516.t1.1	CHLRE_01g033516v5
Cre01.g033532.t1.1	CHLRE_01g033532v5
Cre01.g033550.t1.1	CHLRE_01g033550v5
Cre01.g033700.t1.1	CHLRE_01g033700v5
Cre01.g033750.t1.1	CHLRE_01g033750v5
Cre01.g033763.t1.1	CHLRE_01g033763v5
Cre01.g033832.t1.1	CHLRE_01g033832v5
Cre01.g033900.t1.1	CHLRE_01g033900v5
Cre01.g033950.t1.1	CHLRE_01g033950v5
Cre01.g034000.t1.1	CHLRE_01g034000v5
Cre01.g034050.t1.1	CHLRE_01g034050v5
Cre01.g034100.t1.1	CHLRE_01g034100v5
Cre01.g034150.t1.1	CHLRE_01g034150v5
Cre01.g034200.t1.1	CHLRE_01g034200v5
Cre01.g034250.t1.1	CHLRE_01g034250v5
Cre01.g034300.t1.1	CHLRE_01g034300v5
Cre01.g034325.t1.1	CHLRE_01g034325v5
Cre01.g034350.t1.1	CHLRE_01g034350v5
Cre01.g034380.t1.1	CHLRE_01g034380v5
Cre01.g034400.t1.1	CHLRE_01g034400v5
Cre01.g034451.t1.1	CHLRE_01g034451v5
Cre01.g034500.t1.1	CHLRE_01g034500v5
Cre01.g034550.t1.1	CHLRE_01g034550v5
Cre01.g034600.t1.1	CHLRE_01g034600v5
Cre01.g034650.t1.1	CHLRE_01g034650v5
Cre01.g034700.t1.1	CHLRE_01g034700v5
Cre01.g034750.t1.1	CHLRE_01g034750v5
Cre01.g034800.t1.1	CHLRE_01g034800v5
Cre01.g034850.t1.1	CHLRE_01g034850v5
Cre01.g034875.t1.1	CHLRE_01g034875v5
Cre01.g034900.t1.1	CHLRE_01g034900v5
Cre01.g034950.t1.1	CHLRE_01g034950v5
Cre01.g035000.t1.1	CHLRE_01g035000v5
Cre01.g035050.t1.1	CHLRE_01g035050v5
Cre01.g035100.t1.1	CHLRE_01g035100v5
Cre01.g035150.t1.1	CHLRE_01g035150v5
Cre01.g035200.t1.1	CHLRE_01g035200v5
Cre01.g035250.t1.1	CHLRE_01g035250v5
Cre01.g035300.t1.1	CHLRE_01g035300v5
Cre01.g035350.t1.1	CHLRE_01g035350v5
Cre01.g035400.t1.1	CHLRE_01g035400v5
Cre01.g035450.t1.1	CHLRE_01g035450v5
Cre01.g035500.t1.1	CHLRE_01g035500v5
Cre01.g035550.t1.1	CHLRE_01g035550v5
Cre01.g035600.t1.1	CHLRE_01g035600v5
Cre01.g035650.t1.1	CHLRE_01g035650v5
Cre01.g035700.t1.1	CHLRE_01g035700v5
Cre01.g035750.t1.1	CHLRE_01g035750v5
Cre01.g035800.t1.1	CHLRE_01g035800v5
Cre01.g035850.t1.1	CHLRE_01g035850v5
Cre01.g035900.t1.1	CHLRE_01g035900v5
Cre01.g035950.t1.1	CHLRE_01g035950v5
Cre01.g036000.t1.1	CHLRE_01g036000v5
Cre01.g036050.t1.1	CHLRE_01g036050v5
Cre01.g036100.t1.1	CHLRE_01g036100v5
Cre01.g036150.t1.1	CHLRE_01g036150v5
Cre01.g036200.t1.1	CHLRE_01g036200v5
Cre01.g036250.t1.1	CHLRE_01g036250v5
Cre01.g036300.t1.1	CHLRE_01g036300v5
Cre01.g036350.t1.1	CHLRE_01g036350v5
Cre01.g036400.t1.1	CHLRE_01g036400v5
Cre01.g036451.t1.1	CHLRE_01g036451v5
Cre01.g036500.t1.1	CHLRE_01g036500v5
Cre01.g036550.t1.1	CHLRE_01g036550v5
Cre01.g036600.t1.1	CHLRE_01g036600v5
Cre01.g036650.t1.1	CHLRE_01g036650v5
Cre01.g036700.t1.1	CHLRE_01g036700v5
Cre01.g036750.t1.1	CHLRE_01g036750v5
Cre01.g036800.t1.1	CHLRE_01g036800v5
Cre01.g036850.t1.1	CHLRE_01g036850v5
Cre01.g036900.t1.1	CHLRE_01g036900v5
Cre01.g036950.t1.1	CHLRE_01g036950v5
Cre01.g037000.t1.1	CHLRE_01g037000v5
Cre01.g037050.t1.1	CHLRE_01g037050v5
Cre01.g037100.t1.1	CHLRE_01g037100v5
Cre01.g037150.t1.1	CHLRE_01g037150v5
Cre01.g037200.t1.1	CHLRE_01g037200v5
Cre01.g037250.t1.1	CHLRE_01g037250v5
Cre01.g037300.t1.1	CHLRE_01g037300v5
Cre01.g037350.t1.1	CHLRE_01g037350v5
Cre01.g037400.t1.1	CHLRE_01g037400v5
Cre01.g037450.t1.1	CHLRE_01g037450v5
Cre01.g037476.t1.1	CHLRE_01g037476v5
Cre01.g037500.t1.1	CHLRE_01g037500v5
Cre01.g037550.t1.1	CHLRE_01g037550v5
Cre01.g037600.t1.1	CHLRE_01g037600v5
Cre01.g037650.t1.1	CHLRE_01g037650v5
Cre01.g037700.t1.1	CHLRE_01g037700v5
Cre01.g037751.t1.1	CHLRE_01g037751v5
Cre01.g037800.t1.1	CHLRE_01g037800v5
Cre01.g037850.t1.1	CHLRE_01g037850v5
Cre01.g037900.t1.1	CHLRE_01g037900v5
Cre01.g037950.t1.1	CHLRE_01g037950v5
Cre01.g038000.t1.1	CHLRE_01g038000v5
Cre01.g038050.t1.1	CHLRE_01g038050v5
Cre01.g038100.t1.1	CHLRE_01g038100v5
Cre01.g038151.t1.1	CHLRE_01g038151v5
Cre01.g038200.t1.1	CHLRE_01g038200v5
Cre01.g038250.t1.1	CHLRE_01g038250v5
Cre01.g038300.t1.1	CHLRE_01g038300v5
Cre01.g038350.t1.1	CHLRE_01g038350v5
Cre01.g038376.t1.1	CHLRE_01g038376v5
Cre01.g038400.t1.1	CHLRE_01g038400v5
Cre01.g038450.t1.1	CHLRE_01g038450v5
Cre01.g038500.t1.1	CHLRE_01g038500v5
Cre01.g038550.t1.1	CHLRE_01g038550v5
Cre01.g038600.t1.1	CHLRE_01g038600v5
Cre01.g038650.t1.1	CHLRE_01g038650v5
Cre01.g038700.t1.1	CHLRE_01g038700v5
Cre01.g038750.t1.1	CHLRE_01g038750v5
Cre01.g038800.t1.1	CHLRE_01g038800v5
Cre01.g038850.t1.1	CHLRE_01g038850v5
Cre01.g038900.t1.1	CHLRE_01g038900v5
Cre01.g038950.t1.1	CHLRE_01g038950v5
Cre01.g039000.t1.1	CHLRE_01g039000v5
Cre01.g039050.t1.1	CHLRE_01g039050v5
Cre01.g039101.t1.1	CHLRE_01g039101v5
Cre01.g039150.t1.1	CHLRE_01g039150v5
Cre01.g039200.t1.1	CHLRE_01g039200v5
Cre01.g039250.t1.1	CHLRE_01g039250v5
Cre01.g039300.t1.1	CHLRE_01g039300v5
Cre01.g039350.t1.1	CHLRE_01g039350v5
Cre01.g039400.t1.1	CHLRE_01g039400v5
Cre01.g039450.t1.1	CHLRE_01g039450v5
Cre01.g039500.t1.1	CHLRE_01g039500v5
Cre01.g039550.t1.1	CHLRE_01g039550v5
Cre01.g039600.t1.1	CHLRE_01g039600v5
Cre01.g039626.t1.1	CHLRE_01g039626v5
Cre01.g039650.t1.1	CHLRE_01g039650v5
Cre01.g039702.t1.1	CHLRE_01g039702v5
Cre01.g039750.t1.1	CHLRE_01g039750v5
Cre01.g039800.t1.1	CHLRE_01g039800v5
Cre01.g039850.t1.1	CHLRE_01g039850v5
Cre01.g039900.t1.1	CHLRE_01g039900v5
Cre01.g039950.t1.1	CHLRE_01g039950v5
Cre01.g040000.t1.1	CHLRE_01g040000v5
Cre01.g040050.t1.1	CHLRE_01g040050v5
Cre01.g040100.t1.1	CHLRE_01g040100v5
Cre01.g040150.t1.1	CHLRE_01g040150v5
Cre01.g040200.t1.1	CHLRE_01g040200v5
Cre01.g040250.t1.1	CHLRE_01g040250v5
Cre01.g040300.t1.1	CHLRE_01g040300v5
Cre01.g040350.t1.1	CHLRE_01g040350v5
Cre01.g040379.t1.1	CHLRE_01g040379v5
Cre01.g040400.t1.1	CHLRE_01g040400v5
Cre01.g040450.t1.1	CHLRE_01g040450v5
Cre01.g040476.t1.1	CHLRE_01g040476v5
Cre01.g040500.t1.1	CHLRE_01g040500v5
Cre01.g040517.t1.1	CHLRE_01g040517v5
Cre01.g040533.t1.1	CHLRE_01g040533v5
Cre01.g040550.t1.1	CHLRE_01g040550v5
Cre01.g040600.t1.1	CHLRE_01g040600v5
Cre01.g040650.t1.1	CHLRE_01g040650v5
Cre01.g040701.t1.1	CHLRE_01g040701v5
Cre01.g040750.t1.1	CHLRE_01g040750v5
Cre01.g040801.t1.1	CHLRE_01g040801v5
Cre01.g040850.t1.1	CHLRE_01g040850v5
Cre01.g040900.t1.1	CHLRE_01g040900v5
Cre01.g040950.t1.1	CHLRE_01g040950v5
Cre01.g041000.t1.1	CHLRE_01g041000v5
Cre01.g041050.t1.1	CHLRE_01g041050v5
Cre01.g041100.t1.1	CHLRE_01g041100v5
Cre01.g041150.t1.1	CHLRE_01g041150v5
Cre01.g041200.t1.1	CHLRE_01g041200v5
Cre01.g041256.t1.1	CHLRE_01g041256v5
Cre01.g041300.t1.1	CHLRE_01g041300v5
Cre01.g041351.t1.1	CHLRE_01g041351v5
Cre01.g041400.t1.1	CHLRE_01g041400v5
Cre01.g041426.t1.1	CHLRE_01g041426v5
Cre01.g041450.t1.1	CHLRE_01g041450v5
Cre01.g041500.t1.1	CHLRE_01g041500v5
Cre01.g041550.t1.1	CHLRE_01g041550v5
Cre01.g041583.t1.1	CHLRE_01g041583v5
Cre01.g041650.t1.1	CHLRE_01g041650v5
Cre01.g041667.t1.1	CHLRE_01g041667v5
Cre01.g041700.t1.1	CHLRE_01g041700v5
Cre01.g041752.t1.1	CHLRE_01g041752v5
Cre01.g041800.t1.1	CHLRE_01g041800v5
Cre01.g041850.t1.1	CHLRE_01g041850v5
Cre01.g041855.t1.1	CHLRE_01g041855v5
Cre01.g041900.t1.1	CHLRE_01g041900v5
Cre01.g041950.t1.1	CHLRE_01g041950v5
Cre01.g042000.t1.1	CHLRE_01g042000v5
Cre01.g042050.t1.1	CHLRE_01g042050v5
Cre01.g042100.t1.1	CHLRE_01g042100v5
Cre01.g042150.t1.1	CHLRE_01g042150v5
Cre01.g042200.t1.1	CHLRE_01g042200v5
Cre01.g042250.t1.1	CHLRE_01g042250v5
Cre01.g042300.t1.1	CHLRE_01g042300v5
Cre01.g042352.t1.1	CHLRE_01g042352v5
Cre01.g042402.t1.1	CHLRE_01g042402v5
Cre01.g042450.t1.1	CHLRE_01g042450v5
Cre01.g042502.t1.1	CHLRE_01g042502v5
Cre01.g042550.t1.1	CHLRE_01g042550v5
Cre01.g042600.t1.1	CHLRE_01g042600v5
Cre01.g042650.t1.1	CHLRE_01g042650v5
Cre01.g042700.t1.1	CHLRE_01g042700v5
Cre01.g042750.t1.1	CHLRE_01g042750v5
Cre01.g042800.t1.1	CHLRE_01g042800v5
Cre01.g042850.t1.1	CHLRE_01g042850v5
Cre01.g042900.t1.1	CHLRE_01g042900v5
Cre01.g042950.t1.1	CHLRE_01g042950v5
Cre01.g043000.t1.1	CHLRE_01g043000v5
Cre01.g043050.t1.1	CHLRE_01g043050v5
Cre01.g043100.t1.1	CHLRE_01g043100v5
Cre01.g043150.t1.1	CHLRE_01g043150v5
Cre01.g043200.t1.1	CHLRE_01g043200v5
Cre01.g043250.t1.1	CHLRE_01g043250v5
Cre01.g043300.t1.1	CHLRE_01g043300v5
Cre01.g043350.t1.1	CHLRE_01g043350v5
Cre01.g043400.t1.1	CHLRE_01g043400v5
Cre01.g043450.t1.1	CHLRE_01g043450v5
Cre01.g043500.t1.1	CHLRE_01g043500v5
Cre01.g043550.t1.1	CHLRE_01g043550v5
Cre01.g043600.t1.1	CHLRE_01g043600v5
Cre01.g043650.t1.1	CHLRE_01g043650v5
Cre01.g043700.t1.1	CHLRE_01g043700v5
Cre01.g043750.t1.1	CHLRE_01g043750v5
Cre01.g043800.t1.1	CHLRE_01g043800v5
Cre01.g043817.t1.1	CHLRE_01g043817v5
Cre01.g043850.t1.1	CHLRE_01g043850v5
Cre01.g043901.t1.1	CHLRE_01g043901v5
Cre01.g043950.t1.1	CHLRE_01g043950v5
Cre01.g044000.t1.1	CHLRE_01g044000v5
Cre01.g044050.t1.1	CHLRE_01g044050v5
Cre01.g044100.t1.1	CHLRE_01g044100v5
Cre01.g044150.t1.1	CHLRE_01g044150v5
Cre01.g044200.t1.1	CHLRE_01g044200v5
Cre01.g044250.t1.1	CHLRE_01g044250v5
Cre01.g044276.t1.1	CHLRE_01g044276v5
Cre01.g044300.t1.1	CHLRE_01g044300v5
Cre01.g044350.t1.1	CHLRE_01g044350v5
Cre01.g044400.t1.1	CHLRE_01g044400v5
Cre01.g044450.t1.1	CHLRE_01g044450v5
Cre01.g044550.t1.1	CHLRE_01g044550v5
Cre01.g044600.t1.1	CHLRE_01g044600v5
Cre01.g044650.t1.1	CHLRE_01g044650v5
Cre01.g044700.t1.1	CHLRE_01g044700v5
Cre01.g044750.t1.1	CHLRE_01g044750v5
Cre01.g044800.t1.1	CHLRE_01g044800v5
Cre01.g044850.t1.1	CHLRE_01g044850v5
Cre01.g044900.t1.1	CHLRE_01g044900v5
Cre01.g044950.t1.1	CHLRE_01g044950v5
Cre01.g045000.t1.1	CHLRE_01g045000v5
Cre01.g045050.t1.1	CHLRE_01g045050v5
Cre01.g045100.t1.1	CHLRE_01g045100v5
Cre01.g045150.t1.1	CHLRE_01g045150v5
Cre01.g045200.t1.1	CHLRE_01g045200v5
Cre01.g045350.t1.1	CHLRE_01g045350v5
Cre01.g045400.t1.1	CHLRE_01g045400v5
Cre01.g045426.t1.1	CHLRE_01g045426v5
Cre01.g045450.t1.1	CHLRE_01g045450v5
Cre01.g045500.t1.1	CHLRE_01g045500v5
Cre01.g045550.t1.1	CHLRE_01g045550v5
Cre01.g045600.t1.1	CHLRE_01g045600v5
Cre01.g045601.t1.1	CHLRE_01g045601v5
Cre01.g045640.t1.1	CHLRE_01g045640v5
Cre01.g045650.t1.1	CHLRE_01g045650v5
Cre01.g045700.t1.1	CHLRE_01g045700v5
Cre01.g045752.t1.1	CHLRE_01g045752v5
Cre01.g045800.t1.1	CHLRE_01g045800v5
Cre01.g045825.t1.1	CHLRE_01g045825v5
Cre01.g045850.t1.1	CHLRE_01g045850v5
Cre01.g045902.t1.1	CHLRE_01g045902v5
Cre01.g045903.t1.1	CHLRE_01g045903v5
Cre01.g045950.t1.1	CHLRE_01g045950v5
Cre01.g046052.t1.1	CHLRE_01g046052v5
Cre01.g046150.t1.1	CHLRE_01g046150v5
Cre01.g046237.t1.1	CHLRE_01g046237v5
Cre01.g046250.t1.1	CHLRE_01g046250v5
Cre01.g046324.t1.1	CHLRE_01g046324v5
Cre01.g046450.t1.1	CHLRE_01g046450v5
Cre01.g046500.t1.1	CHLRE_01g046500v5
Cre01.g046501.t1.1	CHLRE_01g046501v5
Cre01.g046502.t1.1	CHLRE_01g046502v5
Cre01.g046600.t1.1	CHLRE_01g046600v5
Cre01.g046650.t1.1	CHLRE_01g046650v5
Cre01.g046652.t1.1	CHLRE_01g046652v5
Cre01.g046800.t1.1	CHLRE_01g046800v5
Cre01.g046850.t1.1	CHLRE_01g046850v5
Cre01.g046950.t1.1	CHLRE_01g046950v5
Cre01.g047001.t1.1	CHLRE_01g047001v5
Cre01.g047050.t1.1	CHLRE_01g047050v5
Cre01.g047100.t1.1	CHLRE_01g047100v5
Cre01.g047200.t1.1	CHLRE_01g047200v5
Cre01.g047218.t1.1	CHLRE_01g047218v5
Cre01.g047229.t1.1	CHLRE_01g047229v5
Cre01.g047265.t1.1	CHLRE_01g047265v5
Cre01.g047300.t1.1	CHLRE_01g047300v5
Cre01.g047350.t1.1	CHLRE_01g047350v5
Cre01.g047400.t1.1	CHLRE_01g047400v5
Cre01.g047450.t1.1	CHLRE_01g047450v5
Cre01.g047500.t1.1	CHLRE_01g047500v5
Cre01.g047550.t1.1	CHLRE_01g047550v5
Cre01.g047600.t1.1	CHLRE_01g047600v5
Cre01.g047650.t1.1	CHLRE_01g047650v5
Cre01.g047700.t1.1	CHLRE_01g047700v5
Cre01.g047750.t1.1	CHLRE_01g047750v5
Cre01.g047800.t1.1	CHLRE_01g047800v5
Cre01.g047850.t1.1	CHLRE_01g047850v5
Cre01.g047900.t1.1	CHLRE_01g047900v5
Cre01.g047950.t1.1	CHLRE_01g047950v5
Cre01.g048000.t1.1	CHLRE_01g048000v5
Cre01.g048050.t1.1	CHLRE_01g048050v5
